Disease ,Gender,Below Ten,Sym1,Sym2,Sym3,Sym4,Sym5,Sym6,Sym7,Sym8,Sym9,Sym10,Sym11,Sym12,Sym13,Sym14,Sym15
Supraventricular Tachycardia,Both,Below Ten,Weakness,Lethargy,Panting,Coughing,Fainting,Collapse,,,,,,,,,
HemangiosarComa-Heart,Male,common,Fainting,Weakness,Lethargy,Lack of appetite,Vomiting,Coughing,Collapse,,,,,,,,
Helicobacter spp,Both,common,Vomiting,Dehydration,Poor appetite,Bowel sounds,Abdominal pain,Weight loss,Diarrhea,Weakness,Sudden death,,,,,,
Spinal Dysraphism,Both,common,Abnormal spinal reflexes,Symmetrical,Wide legged stance,Overextended pelvic limbs,Depressed proprioception,Scoliosis,Abnormal hair streams,Depression,,,,,,,
Epiphora,Both,Below Ten,Dampness or wetness beneath the eyes,Reddish-brown staining,Odor,Skin irritation,Skin infection,,,,,,,,,,
Atrial Wall Tear,Both,common,Weakness,Collapse,Coughing,Difficult breathing,Increased heart rate,Weakened pulse,Heart murmurs,arrhythmia or common,,,,,,,
Supraventricular Tachycardia,Both,Below Ten,Fainting,Weakness,Lethargy,Collapse,Coughing,Panting,,,,,,,,,
Ovulatory Failure,Female,Below Ten,Difficulty getting pregnant,Hot flashes,Night sweats,Vaginal dryness,Dry eyes,Irritability or difficulty concentrating,Decreased sexual desire,,,,,,,,
Infertility-female,Female,common,False pregnancy due to an ovarian cyst,Metabolic hypothyroidism,Uterine infections,Increased swelling of vulva,Decreased Bleeding,Irregular ovarian cycles,Split heats,Hypoluteoidism,Failure to cycle,Refusal to breed,,,,,
Hyperadrenocorticism,Female,Below Five,Increased thirst,Increased urination,Increased appetite,Reduced activity,Excessive Panting,Thin or fragile skin,Hair loss,Recurrent skin infections,Enlargement of the abdomen,,,,,,
Ileus,Both,common,Struggling to have a bowel,Reluctant to have a bowel movement,Constipation,Thin ribbon like stool,Absence of intestinal noise,Vomiting,Abdominal pain,Abdominal distention,Weight loss,Lack of appetite,Palpable lump,,,,
Hypernatremia,Both,common,Extreme thirst,Excessive urination,Weakness,Sleepiness,Confused and disoriented,Depression,Walking in circles,Head pressing,Twitching or trembling muscles,Vomiting,Diarrhea,Swollen belly,Seizures,Coma,
Colitis and Proctitis ,Both,Below Five,Fecal consistency,small fecal volume,Tenesmus,Increased fecal mucus,Occasional dyschezia,Vomiting,Weight loss,colonic lymphoma,histoplasmosis,pythiosis,,,,,
Hiatal Hernia,Male,common,Regurgitation,Coughing,Nasal discharge,Hypersalivation,Weight loss,Shortness of breath,Lack of appetite,,,,,,,,
Ventricular Septal Defect ,Both,Below Five,Usually Asymptomatic,dyspnea,Exercise intolerance,Syncope and Coughing,right hemithorax,pulmonic stenosis heard over the left heart base,A diastolic decrescendo murmur results if the VSD undermines anatomic support of the aortic valve,Regurgitation,right-to-left shunts,Split-second heart sound,Femoral pulses usually normal,,,,
Inflammatory Bowel Disease,Both,common,Diarrhea,Weight loss,Fatigue,Depression,Vomiting,Gas,Abdominal pain,Rumbling and gurgling abdominal sounds,Bright red blood in stool,Distressed coat hair,,,,,
Anemia - Regenerative,Female,common,Pallor,Weakness,Exercise intolerance,Anorexia,Possible heart murmur,Tachycardia,Bounding pulses,Possible Jaundice and hemoglobinuria,Petechiae,,,,,,
Multiple Myeloma ,Both,common,Lethargy,Weakness,Lameness,Bleeding diathesis,gingiva and epistaxis,Funduscopic abnormalities,,,,,,,,,
Panniculitis,Both,common,multiple subcutaneous nodules,Firm,Nodules few millimeters to several centimeters in diameter,Involved fat may necrose,Exudate usually a small amount of oily discharge,Bloody,Lesions,Anorexia,Pyrexia,Lethargy,depression,,,,
Pneumonia-Aspiration,Both,common,Peracute,Chronic,Coughing,tachypnea,Exercise intolerance,Cyanosis,Regurgitation,Vomiting,dysphagia,altered consciousness,stertor or stridor,,,,
Glycogen Storage Disease,Both,Below Five,Enlarged liver,Lack of appetite,Weakness,Chronic,Collapse,Lethargy,,,,,,,,,
Fear and Aggression,Both,common,Aggressive chewing,Biting,Cowering,Ears held back,Escape behaviors,Exaggerated yawning,Excessive Vocalizations,Holding head lower than back,Licking nose or face,Lip tension,Nipping,Pacing,Panting,Showing the whites of the eye,Tail tucked under
Hyperphosphatemia,Both,common,Muscle Tremors,Muscle wasting,Seizures,Decreased bone density,Excessive thirst,Excessive urination,,,,,,,,,
Pyothorax,Male,common,fever,Vomiting,Diminished activity,Collapse,Weight loss,Temporary improvement with antibiotic therapy,Firm,Tachypnea,may be mild and not associated with respiratory difficulty,Cachexia,Coughing,Pyrexia,Thoracic auscultation,may reveal muffled heart sounds,reduce breath sound
Sepsis and Bacteremia,Both,common,Vomiting,Diarrhea,Lack of appetite,Lethargy,Fever,Shaking,Chills,Pale gums,Rapid pulse,Panting,Low blood glucose,Disorientation,,,
Lymphadenitis ,Both,common,Lymph node,organ dysfunction,Lymph node,Bacterial,Fever,,,,,,,,,,
Ventricular Septal Defect ,Both,common,Usually Asymptomatic,dyspnea,Exercise intolerance,Syncope and Coughing,right hemithorax,pulmonic stenosis heard over the left heart base,A diastolic decrescendo murmur results if the VSD undermines anatomic support of the aortic valve,Regurgitation,right-to-left shunts,Split-second heart sound,Femoral pulses usually normal,,,,
Hypomagnesemia,Both,Below Five,Weakness,Muscle trembling,Ataxia,Depression,Hyperreflexia,Severe muscle pain,Behavioral changes,Arrhythmias,,,,,,,
Food Reactions-Dermatologic,Both,common,Vomiting,Diarrhea,Dermatologic,Itchiness,Poor skin,Chronic,Foot infections,Erythema,,,,,,,
Ureterolithiasis ,Both,Below Ten,May be initially Asymptomatic,ureteral obstruction,hydronephrosis,Unilateral,lower urinary,Ureteral rupture,,,,,,,,,
Interstitial Cell Tumor Testicle,Both,Below Ten,Blood in the peritoneal cavity,Blood in the urine,Enlarged scrotum,Infertility,Spermatic cord torsion,Swelling of either or both testicles,Unexplained growth or tumor on testicles,,,,,,,,
Cruciate Ligament Disease - Cranial ,Female,Below Ten,Lameness,the occurrence of meniscal injury,the severity of inflammation and DJD,Lameness,Lameness,pain,crepitus,the affected limb,,,,,,,
Vestibular Disease - Geriatric ,Both,common,peripheral vestibular dysfunction,If vestibular signs are severe,Eye discharge,Sudden onset of imbalance,Disorientation,irregular eye movements,Vomiting,Head tilt mild to marked,directed toward the side of the lesion,erratic side-to-side head,Abnormal nystagmus common in early stages,either horizontal,abnormal nystagmus usually mild,Vomiting,Weakness
Urinary Tract Obstruction ,Both,common,Pollakiuria,Stranguria,Diminished to absent urine stream,Vocalizing,frequent trips to the litter box,Excessive or inappropriate,palpable distension of the urinary bladder,Abdominal distention,Uroliths are often palpable,Signs of severe uremia,Dehydration,Weakness,hypothermia,fever,
Gastric Dilation and Volvulus Syndrome,Both,common,Vomiting,Anxious behavior,Abdominal pain,Abdominal distention,Collapse,Lethargy,Drooling,,,,,,,,
Pyothorax,Male,common,fever,Vomiting,Diminished activity,Collapse,Weight loss,Temporary improvement with antibiotic therapy,Firm,Tachypnea,may be mild and not associated with respiratory difficulty,Cachexia,Coughing,Pyrexia,Thoracic auscultation,may reveal muffled heart sounds,reduce breath sound
Trichinosis,Both,common,Upset stomach,Vomiting,Diarrhea,Muscle pain,Stiffness,Muscle inflammation,,,,,,,,,
Spider Venom Toxicosis?Black Widow,Both,common,Blood pressure changes,Cramping,Death,Diarrhea,Drooling,Drunken gait,Labored breathing,Weakness,Loss of coordination,Muscle rigidity,Paralysis,Restlessness,Seizures,Severe muscle pain,Tremors
Squamous Cell Carcinoma-Nasal and Paranasal Sinuses,Male,Below Ten,Runny nose that goes on for a long time,Bloody,Excessive tear,Sneezing,Bad breath,Loss of Appetite,Seizures,Bulging eyes,Nose seems deformed,,,,,,
Polycythemia Vera,Both,common,Depression,Anorexia,Weakness,Polydipsia and polyuria,Erythema,Dilated and tortuous retinal blood vessels,Uveitis,Acute Blindness,Splenomegaly and hepatomegaly,,,,,,
Glycogen-Type Vacuolar Hepatopathy,Both,Below Five,Abdominal enlargement,Excessive thirst,Excessive urination,Hair loss,Increased appetite,Panting,Thin skin,Urinary tract infections,,,,,,,
 Atopic Dermatitis,Both,common,Lesions,Erythema,Papules,Alopecia,hyperpigmentation,Lichenification,dry seborrhea and hyperhidrotic,apocrine sweating,Secondary bacterial and yeast skin infections,Chronic,Conjunctivitis,blepharitis,rhinitis,,
Paraphimosis- Phimosis- and Priapism,Both,Below Five,swelling,severe defects in urination,may cause pooling of urine in preputial cavity,can lead to balanoposthitis and even septicemia,Paraphimosis,urethral obstruction,edema and swelling,Priapism persistent penile erection,Firm,,,,,,
Aortic Stenosis,Both,common,Arrhythmias may be ausculted,Pulse deficits,Weak pulses,Tachypnea,Respiratory distress,Systolic left basilar ejection murmur,,,,,,,,,
Sinus Tachycardia,Both,Below Five,Shortness of breath,Dizziness or feeling lightheaded,Confusion,Weakness,Chest pain from angina,Collapse,Fever,Blood clots,Heart attack,,,,,,
Neuroaxonal Dystrophy ,Both,common,Cerebellar ataxia,progressive dysmetria,Strength and proprioception normal in most cases,exhibit proprioceptive deficits,Loss of menace responses,brainstem involvement,including loss of swallowing reflex,tetraplegia may develop in the final stages,Mild intention tremor,,,,,,
Metaldehyde Toxicosis ,Both,Below Five,toxicant,Seizures,hyperthermia,Restlessness,Salivation,Vomiting,Diarrhea,Tachycardia,Tachypnea,Hyperthermia,leading to DIC and multi-organ failure if uncontrolled,Ataxia,Tremors,Seizures,weight loss
Congenital Spinal and Vertebral Malformations ,Both,common,Distortion of the spinal column,Lordosis,kyphosis,Ataxia,Signs vary with spinal cord segment involved,,,,,,,,,,
Optic Neuritis and Papilledema,Both,Below Ten,Acute Blindness,behavior changes,absent menace,absent dazzle,mydriatic and nonresponsive pupil,anisocoria if Unilaterally affected,usuallynormal anterior segment,hyperemia,congestion,dazzle present,normal pupillary light reflexes,normal anterior segment,swelling of optic nerve head,elevation of optic nerve head,
Canine Distemper ,Both,common,Coughing,Vomiting,Diarrhea,Pustular dermatitis,Fever,Clear Nasal discharge,Purulent Eye discharge,Lethargy,Anorexia,Inflammation of the brain and spinal cord,,,,,
Notoedric Mange ,Both,common,Non-seasonal intense Pruritus,initial Pruritus,Change from mild Pruritus,not develop severe Pruritus,Papules and crusts develop on pinnae,Progresses to the legs and feet and perineum,Lesions,Skin becomes thickened,gray-yellow crust,Large patches of lesions,Peripheral lymphadenopathy,,,,
Sjogren-Like Syndrome,Female,common,Red eye,Crust formation around the eye,Lack of moisture in the eye,Lack of tears,Lack of saliva,,,,,,,,,,
False Pregnancy,Female,Below Ten,Swollen,painful muzzle,Swelling in wrists and lips which may feel hot,Reluctance to move,Pain in the abdomen,Vomiting,Diarrhea,Shallow breathing,obvious discomfort,Increased thirst,Frequent urination,Vomiting,Halitosis,Bad breath,Loss of Appetite
Cardiomyopathy - Dilated ,Male,Below Five,tachypnea,dyspnea,Coughing,Weight loss,Weakness,Lethargy,Anorexia,Abdominal distention,Syncope,Asymptomatic,,,,,
Epididymitis and Orchitis,Both,Below Five,Pain,Swelling of the testes,Swelling of the scrotum,Swelling of the epididymides,Lesions,Abnormal masses in the scrotum,Scrotal dermatitis,,,,,,,,
Diarrhea-Chronic,Both,common,Weight loss,Vomiting,Abnormally large volume of feces,Frequency of defecation increases,Gaseous sounds from the gut,Black and tarry stool,Very hearty appetite,Abnormally smaller volume of feces,Frequency of defecation increases,Bright and red blood,Straining to defecate and urgency to defecate,Pain while defecating,Gaseous sounds from the gut,,
Ivermectin and Other Macrocyclic Lactones Toxicosis,Both,common,Lethargy,Ataxia,Hypersalivation,Tremors,Mydriasis,Blindness,Bradycardia,,,,,,,,
Mycoplasmosis ,Both,common,Polyarthritis,Lameness,Reluctance to move,Joint pain,Fever,Malaise,Unilateral,Polyarthritis,diffuse limb edema,Joint swelling,pain,Blepharospasm,Chemosis,Conjunctival hyperemia,red eye
Vertebral Column Trauma ,Both,common,ataxia,Clinical signs suggestive of hyperesthesia,Lethargy,Pulmonary contusions and rib fractures,Pelvic and appendicular bone fractures,Cutaneous wounds,Traumatic brain injury,Abdominal organ injury,,,,,,,
Phlebitis,Both,Below Ten,local inflammation,Erythema,pain,heat,swelling and vessel hardness,concurrent lymphedema,infection or abscess,Fever,,,,,,,
Renal Failure-Chronic ,Both,common,Anorexia,Lethargy,Vomiting,Weight loss,Nocturia,Constipation,Diarrhea,Acute Blindness,Seizures,,,,,,
Nonsteroidal Anti-Inflammatory Drug Toxicosis ,Both,common,Fever,Lethargy,Anorexia,Vomiting,Diarrhea,Icterus,Melena,secondary to a perforated gastric ulcer,Polyuria,Polydipsia and Oliguria,Ataxia,Seizures,Depression,Pale mucous membranes,Painful abdomen
Amitraz Toxicosis,Male,Below Ten,Depression,Weakness,Ataxia,Bradycardia,Vomiting,Hyperthermia,Hyperglycemia,Polyuria,Mydriasis,Gastrointestinal stasis,,,,,
Canine Distemper ,Both,Below Ten,Diarrhea,Pustular dermatitis,Clear Nasal discharge,Purulent Eye discharge,Lethargy,Anorexia,Coughing,Fever,Vomiting,Inflammation of the brain and spinal cord,,,,,
Cognitive Dysfunction Syndrome ,Both,common,acronym DISHA,Disorientation,Confusion,Depression,Interactions with humans,Sleep-wake cycle alterations,including night waking,Vocalization or increased sleep during the day,behaviors might deteriorate,exploration self-care or even eating,Restlessness,Pacing,aimless wandering,licking,behavior changes
Metritis ,Both,common,MalOdorous,purulent,sanguinopurulent,dark green Vulvar discharge,Depression,Anorexia,Neglect of puppies and kittens,Reduced milk production,Polyuria,Fever,Large uterus on abdominal palpation,Dehydration,Injected mucous membranes,Tachycardia,
Blue-Green Algae Toxicosis ,Both,common,Diarrhea,Weakness,shock,Depression,Coma,Drooling,Neurologic signs,Disorientation/Confusion,Seizures,Breathing difficulties,,,,,
Gallbladder Mucocele,Both,common,Loss of Appetite,Lethargy,Vomiting,Diarrhea,Lack of appetite,Jaundice,Abdominal discomfort or pain,Fever,Abdominal distension,Dehydration,Excessive urination,Excessive thirst,Collapse,,
Renal Tubular Acidosis,Both,common,Weakness,inappetence,Weight loss,Stunted growth,Vomiting,,,,,,,,,,
Shock-Cardiogenic,Both,common,Rapid breathing,Severe shortness of breath,Sudden and rapid heartbeat,Loss of consciousness,Weak pulse,Low blood pressure,Sweating,Pale skin,Cold hands or feet,Urinating less,,,,,
Myeloproliferative Disorders ,Both,Below Five,Pale mucous membranes,Lethargy,Inappetance,Weight loss,HepatoSplenomegaly,ataxia,seizure,,,,,,,,
Deciduous Teeth-Persistent,Both,common,Bad breath,Abnormally-positioned permanent teeth,Swollen,Bleeding gums around baby teeth,teeth overcrowding,passageway mouth and nasal cavity,,,,,,,,,
Myeloproliferative Disorders ,Both,common,Pale mucous membranes,Lethargy,Inappetance,Weight loss,HepatoSplenomegaly,ataxia,seizure,,,,,,,,
Trichinosis,Both,common,Upset stomach,Vomiting,Diarrhea,Muscle pain,Stiffness,Muscle inflammation,,,,,,,,,
Myopathy - Noninflammatory - Hereditary Labrador Retriever,Both,common,Weakness,bunny-hopping pelvic limb gait,ventroflexion of the head and neck,Worsen with exercise,Collapse,Some improvement with rest.,Generalized Muscle atrophy mild to severe,Atrophy of proximal limb,Tendon reflexes,,,,,,
Hydrocephalus,Both,common,Domed skull,Wide set eyes,Seizures,Erratic or restless behavior,Blindness,Bumping into things,Lack of coordination,Compulsive circling,Open fontanel or soft spot on the head,Standing with legs crossed,Weak back legs,Kicking out front legs when walking,Slow growth,Difficulty in house training,
Hypophosphatemia,Both,Below Five,Difficulty breathing,Uneven heart rate,Lethargy,Weakness,Muscle pain,Seizures,Weak bones,Lameness,,,,,,,
Dystocia,Female,common,Drooling,Gagging,Ravenous appetite,swallowing,Swallowing,Nasal discharge,Coughing,Regurgitation,Painful swallowing,Anorexia,weight loss,,,,
Intervertebral Disc Disease-Cervical,Both,Below Five,Stiff neck with reluctance,Neck Pain,Altered gait,muscle spasms,Partially paralyzed in all four limbs,,,,,,,,,,
Gastroenteritis Lymphocytic-Plasmacytic,Both,common,Diarrhea,Vomiting,Appetite loss,Weight loss,Black stool,Bloody,Coughing,Lethargy,Swelling of the abdomen,Breathing trouble,Fluid retention,,,,
Anal Sac Disorders,Both,Below Fifteen,Scooting,Licking or Biting their rear end,A bad smell,Constipation or pain when pooping,Perianal Pruritus,Hesitancy to defecate,Tenesmus,Tail chasing,Foul-smelling,non-feces anal discharge,Refusal to sit or lift tail,,,,
Mesothelioma ,Male,common,Pleural effusion,dyspnea,tachypnea,Exercise intolerance,Coughing,Gagging,Cyanosis,Pericardial effusion,Lethargy,Anorexia,Weakness,Collapse,Respiratory distress,Weakness,Stomach pain
Hypopyon,Both,Below Ten,Pain,Eye rubbing,Whining,Eye discoloration,Swollen eyelids,Excessive Squinting,Excessive blinking,Eye twitching,Excessive tear production,Corneal swelling,Conjunctivitis,,,,
Cruciate Ligament Disease - Cranial ,Female,common,Lameness,the occurrence of meniscal injury,the severity of inflammation and DJD,Lameness,Lameness,pain,crepitus,the affected limb,,,,,,,
Dioctophyma renale,Both,common,Back pain,Inflammation,Abdominal pain,Fever,Weight loss,,,,,,,,,,
Megaesophagus ,Both,Below Ten,Vomiting,Vomiting,Regurgitation,dysphagia,Coughing,Nasal discharge with aspiration pneumonia,ravenous appetite or inappetence,Weight loss,Ptyalism and Halitosis,Dysphonia,Other signs depend upon underlying etiology,Cervical swelling,representing a distended cervical esophagus,Ptyalism,Halitosis
Lymphangiectasia ,Both,common,Diarrhea,Chronic,intermittent or continuous watery to semisolid consistency,Ascites,Subcutaneous edema,Pleural effusion,Weight loss,Flatulence,Vomiting,,,,,,
Thrombocytopenia,Both,common,Excessive bruising,Severe or prolonged blood loss,Fever,Lethargy,Heart murmur,Urinary Bleeding,Coughing,Excessive nasal mucus,Sudden collapse,,,,,,
Bile Peritonitis ,Both,common,Lethargy,Abdominal pain,Jaundice,Abdominal effusion,Fever,Endotoxic shock,Abdominal discomfort,Anorexia,Diarrhea,Weight loss,Abdominal distention,Collapse,,,
Puppy Strangles ,Both,Below Ten,Acutely Swollen face,Submandibular lymphadenopathy,Purulent otitis externa,Lesions,Affected skin is usually painful,Lethargy,Anorexia,Pyrexia and sterile suppurative arthritis,Sterile pyogranulomatous panniculitis over the trunk,preputial or perianal area,Lesions,,,,
Nephrotic Syndrome ,Both,Below Ten,Pitting Subcutaneous edema,infectious,inflammatory,seeking,diagnostic imaging,dogs may develop acute dyspnea,Panting,Weakness,pericardial effusion,pulmonary edema,pulmonary thromboembolism,Dependent pitting,Subcutaneous edema,Ascites,Higher Active
Adenocarcinoma - Renal,Both,common,Adenocarcinoma,Weight loss,Inappetance,Lethargy,Hematuria pale mucous membranes,,,,,,,,,,
Blastomycosis ,Male,Below Ten,Weight loss,depressed appetite,Coughing and dyspnea,Eye inflammation and discharge,Lameness,Lesions,Lymph node,lung aspirates,tracheal wash fluid,enucleated blind eyes,Organisms,Coughing,Syncope if cardiac involvement,,
Cardiomyopathy-Boxer,Both,common,ventricular premature complexes,Syncope,Signs of left heart failure,Coughing,tachypnea,biventricular failure with VPCs,Fever,,,,,,,,
Diaphragmatic Hernia,Both,common,Breathing difficulties,Rapid or shallow breathing,Vomiting,Severe respiratory difficulty,Muffled lung sounds,Muffled heart sounds,Abnormal heart rhythm,Shock,Abdomen that feels empty,Weight loss,,,,,
Hepatitis-Granulomatous,Both,Below Ten,Lack of appetite,Vomiting,Diarrhea,Weight loss,Lethargy,Increased urination,Increased thirst,Abdominal pain,Yellowish discoloration of the skin,Distended abdomen,Fever,,,,
Myocardial Tumors,Both,Below Ten,Collapse,Abdominal distention,Exercise intolerance,Dyspnea,Anorexia,Vomiting,Diarrhea,Acute death,,,,,,,
Ceruminous Gland Adenocarcinoma - Ear ,Both,common,Chronic,discharge,Odor,Pruritus,inflammation,pale pink,friable,recurrent otitis externa,ulcerative,Bleeding nodular mass,large masses filling the canal,node enlargement,Neurologic,discomfort,Mouth pain
Chagas Disease,Male,Below Five,Lethargy,Depression,Anorexia,Diarrhea,Weakness,Exercise intolerance,Mild to severe CNS dysfunction,Ataxia,Seizures,,,,,,
Leukoencephalomyelopathy ,Both,Below Ten,Insidious,non-painful,progressive onset,Cervical spinal cord,Weakness,Front limbs are more severely affected than hind limbs,Mild asymmetry,Nail scuffing in all limbs,Proprioceptive positioning,Spinal reflexes normal to exaggerated,,,,,
Proteinuria,Both,Below Ten,severity of proteinuria,glomerular proteinuria,Weight loss,acute dyspnea,pollakiuria,Abdominal distention,May have oral Ulceration,edema or cavitary effusion or changes in pulse quality,,,,,,,
Anemia - Immune-Mediated,Female,Below Ten,Weakness,Anorexia,Exercise intolerance,tachypnea,Vomiting,Dark red urine,,,,,,,,,
Adenocarcinoma - Lung,Both,common,Difficulty breathing,Rapid breathing,Extreme tiredness,Weakness,Loss of Appetite,Weight loss,Vomiting,Bloody,Fever,Muscle pain and Weakness,,,,,
Hyponatremia,Both,common,Lack of energy,Vomiting,Seizures,Less alert,Disorientation,Loss of Appetite,Lowered muscle strength,,,,,,,,
Myopathy - Noninflammatory - Hereditary Muscular Dystrophy ,Both,common,Exercise intolerance,stilted gait,bunny-hopping pelvic limb gait,plantigrade stance,partial trismus,Muscle atrophy,hypertrophy of some muscles especially the tongue,kyphosis,Lordosis,Drooling,dysphagia,aspiration pneumonia,Vomiting,Stunting,Coughing
Pododermatitis,Male,common,Environment and general husbandry,unsanitary conditions,Trauma,contact irritants,hookworms,atopic dermatitis,allergic contact dermatitis or irritant contact dermatitis,Lesions,Lesions,illness,Response to previous therapy,antibiotics,antifungals and corticosteroids,Infectious,Erythema
Cardiopulmonary Arrest ,Both,Below Ten,Lack of response to stimulation,Loss of consciousness,Agonal gasping or absence of ventilation,Absence of peripheral pulses,Hypothermia,Absence of audible heart sounds,,,,,,,,,
Protothecosis,Female,common,diarrhea,Weight loss,Acute onset Blindness,Neurologic disease,deafnes,Seizures,ataxia,Lesions,Gastrointestinal,ocular or neurologic,Weight loss,Hemorrhagic colitis,Vomiting,Anorexia,Blindness
KeratoConjunctivitis Sicca ,Both,Below Ten,Conjunctival hyperemia,Mucoid to mucopurulent ocular discharge,intermittent to persistent depending on severity,Blepharospasm,Corneal changes,dryness,superficial vascularization,pigmentation,fibrosis,Ulceration,Blepharitis due to ocular exudates,Blindness,,,
Polycythemia Vera,Both,common,Depression,Anorexia,Weakness,Polydipsia and polyuria,Erythema,Dilated and tortuous retinal blood vessels,Uveitis,Acute Blindness,Splenomegaly and hepatomegaly,,,,,,
Panting and Tachypnea,Both,Below Five,Coughing,hyperadrenocorticism,intermittent,Brachycephalic syndrome may be observed,Stridor,Lower airway disease,Coughing,expiratory wheezes on auscultation,abdominal effort,crackles on auscultation,harsh or moist lung sounds,Cardiogenic pulmonary edema,heart murmur or arrhythmia,Tachycardia,gallop sound
Hepatitis-Infectious Canine,Both,common,Lack of appetite,Fever,Lethargy,Vomiting,Diarrhea,Hepatomegaly,Abdominal pain,Runny eyes and nose,Coughing,Excessively thirsty,,,,,
Shock-Hypovolemic,Both,Below Ten,Weakness,Cool feet,Poor pulse,Very low blood pressure,Lethargy,Hyperventilation,Respiratory failure,Hemorrhage,,,,,,,
Epulis,Both,common,Bleeding from mass,Difficulty chewing,Displaced teeth,Drooling,Tooth loss,Unusually Bad breath,Weight loss,Loss of Appetite,Pink and raised growth,Reduced activity level,Swelling of jaw bones,,,,
KeratoConjunctivitis Sicca ,Both,Below Ten,Conjunctival hyperemia,Mucoid to mucopurulent ocular discharge,intermittent to persistent depending on severity,Blepharospasm,Corneal changes,dryness,superficial vascularization,pigmentation,fibrosis,Ulceration,Blepharitis due to ocular exudates,Blindness,,,
Glomerulonephritis,Both,Below Ten,Blood in urine,Loss of Appetite,Increased thirst,Excessive urination,Vomiting,Lethargy,Loss of weight,Renal failure,,,,,,,
Canine Infectious Respiratory Disease ,Both,Below Fifteen,Coughing,dry and hacking,moist and hacking,respiratory tract damage,mild or severe with pneumonia,retching and expectoration of mucus,Most viral,mycoplasmal,Can be subclinical,the infecting agents,,,,,
Pemphigus,Both,Below Five,Scales,crust,Pustules,Epidermal collarettes,erosions,Erythema,Alopecia,Occasional vesicles are transient,Lesions,,,,,,
Gastroenteritis Lymphocytic-Plasmacytic,Both,common,Diarrhea,Vomiting,Appetite loss,Weight loss,Black stool,Bloody,Coughing,Lethargy,Swelling of the abdomen,Breathing trouble,Fluid retention,,,,
Insoluble Oxalate Plant Toxicosis,Both,common,Hypersalivation,Oral pain,Hoarse barking,Vomiting,Lack of appetite,Difficulty breathing,,,,,,,,,
Phosphofructokinase Deficiency,Both,Below Five,rust-colored urine,illness,Weakness,hemoglobinuria less,Mild Lethargy,Lethargy,Weakness,Pale or icteric mucous membranes,mild hepatoSplenomegaly,fever,Intravascular hemolysis,muscle cramping,muscle cramping,Heterozygous,
Immunodeficiency Disorders-Primary,Male,common,Diarrhea,Lethargy,Weakness,Loss of Appetite,Lesions,Pain within the joints,Lameness,Anemia,Recurrent illnesses,Vomiting,Seizures,,,,
Eyelash Disorders,Both,common,Change in iris pigmentation,Excessive tears,Abnormal ticking or twitching of the eyelid,Corneal ulcers,Pawing at eye,Eye pain,Inflammation,Discharge from eye,,,,,,,
Dermatoses Viral,Both,common,runny eyes,fever,snotty nose,Coughing,Vomiting,Diarrhea,Seizures,paralysis,,,,,,,
Leukemia - Chronic Lymphocytic ,Both,common,often no clinical signs of illness,Lethargy,Decreased appetite,Weight loss,Lymphadenomegaly,Splenomegaly,Fever,Polydipsia and polyuria,,,,,,,
Pneumonia-Aspiration,Both,common,Peracute,Chronic,Coughing,tachypnea,Exercise intolerance,Cyanosis,Regurgitation,Vomiting,dysphagia,altered consciousness,stertor or stridor,,,,
Hydrocephalus,Both,Below Ten,Domed skull,Wide set eyes,Seizures,Erratic or restless behavior,Blindness,Bumping into things,Lack of coordination,Compulsive circling,Open fontanel or soft spot on the head,Standing with legs crossed,Weak back legs,Kicking out front legs when walking,Slow growth,Difficulty in house training,
Quadrigeminal Cyst,Both,common,Seizures,Abnormal behavior,hydrocephalus,manifest with Disorientation,behavioral changes,cortical Blindness,compulsive circling,head pressing,,,,,,,
Joint Luxations ,Both,Below Five,Adjoining bone,Hip luxation is commonly cranio-dorsal,Shoulder luxation is commonly medial,Elbow luxation,Carpal and tarsal,hyperextension when stressed,Acute swelling,pain,non-use of the limb,Partial weight-bearing,,,,,
Hepatoportal Microvascular Dysplasia,Both,Below Ten,Staggering,Pacing,Vomiting,Nausea,Increased water consumption,Increased urination,,,,,,,,,
Glomerulonephritis,Both,Below Five,Blood in urine,Loss of Appetite,Increased thirst,Excessive urination,Vomiting,Lethargy,Loss of weight,Renal failure,,,,,,,
Aspergillosis - Systemic ,Both,common,fever,Lameness,swelling,Neurologic,fungal discospondylitis causing paraparesis,paraplegia,spinal pain,Seizures,hemiparesismental dullness,ataxia,vision impairment,circling,polyuria,Hematuria,Coughing
Dermatoses-Exfoliative,Both,Below Fifteen,dandruff or in sheets,dry accumulation,Scaling,Itchiness,Accumulations hair coat,Filling of hair follicles with oil and skin cells,Accumulation of debris around the hair shaft,Excess scales and crust on the nasal planum,Hair loss,Skin infections characterized,Rancid fat Odor,Nails may also be affected,,,
LeiomyosarComa ,Both,Below Ten,Related to gastrointestinal tract,Vomiting,Weight loss,Diarrhea,borborygmus,Flatulence,tenesmus,may lead to rectal prolapse,Hematochezia,may feel mid-abdominal mass,painful loops of small bowel on abdominal palpation,feel palpable,,,
Bronchitis - Chronic ,Both,common,Coughing,hallmark of tracheobronchial irritation,harsh and dry,post-tussive Gagging common,Exercise intolerance,Difficult breathing,Cyanosis,,,,,,,,
Esophageal Diverticula,Both,common,Retching,Gagging,Hypersalivation,Vomiting,Difficulty breathing,Unable to finish eating,Weight loss,Coughing,,,,,,,
